bairro,classificacao_grupo,classificacao_cnae,quantidade,Total_de_pessoas_2022,densidade_por_10k,percentil_densidade,label_densidade
     BARRA DA TIJUCA,Ultraprocessado,Restaurantes / Lanchonetes,2,142263.0,0.14,0.0,Muito Baixa
 BENFICA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,1,21388.0,0.47,0.02,Muito Baixa
 DEL CASTILHO,Ultraprocessado,Restaurantes / Lanchonetes,1,20597.0,0.49,0.02,Muito Baixa
ABOLICAO,In natura,Açougues / Padarias,9,9196.0,9.79,0.51,Média
ABOLICAO,In natura,Hortifrutigranjeiros,3,9196.0,3.26,0.24,Baixa
ABOLICAO,Misto,Hipermercados,6,9196.0,6.52,0.4,Baixa
ABOLICAO,Misto,Mercearias,6,9196.0,6.52,0.4,Baixa
ABOLICAO,Misto,Supermercados,1,9196.0,1.09,0.08,Muito Baixa
ABOLICAO,Ultraprocessado,Cantinas / Alimentação preparada,56,9196.0,60.9,0.92,Muito Alta
ABOLICAO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,13,9196.0,14.14,0.65,Alta
ABOLICAO,Ultraprocessado,Restaurantes / Lanchonetes,50,9196.0,54.37,0.9,Muito Alta
ABOLICAO,Ultraprocessado,Serviços ambulantes,12,9196.0,13.05,0.62,Alta
ACARI,In natura,Açougues / Padarias,23,29673.0,7.75,0.44,Média
ACARI,In natura,Hortifrutigranjeiros,17,29673.0,5.73,0.37,Baixa
ACARI,In natura,Peixarias,8,29673.0,2.7,0.2,Baixa
ACARI,Misto,Cozinha,1,0.0,0.0,0.0,0
ACARI,Misto,Hipermercados,7,29673.0,2.36,0.18,Muito Baixa
ACARI,Misto,Mercearias,42,29673.0,14.15,0.65,Alta
ACARI,Ultraprocessado,Cantinas / Alimentação preparada,64,29673.0,21.57,0.75,Alta
ACARI,Ultraprocessado,Lojas de conveniência / Varejo alimentar,14,29673.0,4.72,0.32,Baixa
ACARI,Ultraprocessado,Restaurantes / Lanchonetes,68,29673.0,22.92,0.76,Alta
ACARI,Ultraprocessado,Serviços ambulantes,38,29673.0,12.81,0.61,Alta
AGUA SANTA,In natura,Açougues / Padarias,3,6419.0,4.67,0.31,Baixa
AGUA SANTA,In natura,Hortifrutigranjeiros,1,6419.0,1.56,0.11,Muito Baixa
AGUA SANTA,Misto,Hipermercados,1,6419.0,1.56,0.11,Muito Baixa
AGUA SANTA,Misto,Mercearias,9,6419.0,14.02,0.65,Alta
AGUA SANTA,Misto,Supermercados,2,6419.0,3.12,0.24,Baixa
AGUA SANTA,Ultraprocessado,Cantinas / Alimentação preparada,25,6419.0,38.95,0.83,Muito Alta
AGUA SANTA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,3,6419.0,4.67,0.31,Baixa
AGUA SANTA,Ultraprocessado,Restaurantes / Lanchonetes,18,6419.0,28.04,0.79,Alta
AGUA SANTA,Ultraprocessado,Serviços ambulantes,6,6419.0,9.35,0.49,Média
ALTO DA BOA VISTA,In natura,Açougues / Padarias,7,9831.0,7.12,0.42,Média
ALTO DA BOA VISTA,In natura,Hortifrutigranjeiros,7,9831.0,7.12,0.42,Média
ALTO DA BOA VISTA,In natura,Peixarias,1,9831.0,1.02,0.07,Muito Baixa
ALTO DA BOA VISTA,Misto,Hipermercados,2,9831.0,2.03,0.15,Muito Baixa
ALTO DA BOA VISTA,Misto,Mercearias,6,9831.0,6.1,0.38,Baixa
ALTO DA BOA VISTA,Misto,Supermercados,1,9831.0,1.02,0.07,Muito Baixa
ALTO DA BOA VISTA,Ultraprocessado,Cantinas / Alimentação preparada,58,9831.0,59.0,0.92,Muito Alta
ALTO DA BOA VISTA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,8,9831.0,8.14,0.45,Média
ALTO DA BOA VISTA,Ultraprocessado,Restaurantes / Lanchonetes,38,9831.0,38.65,0.83,Muito Alta
ALTO DA BOA VISTA,Ultraprocessado,Serviços ambulantes,13,9831.0,13.22,0.63,Alta
ANCHIETA,In natura,Açougues / Padarias,53,52095.0,10.17,0.52,Média
ANCHIETA,In natura,Horta,1,0.0,0.0,0.0,0
ANCHIETA,In natura,Hortifrutigranjeiros,29,52095.0,5.57,0.36,Baixa
ANCHIETA,In natura,Peixarias,11,52095.0,2.11,0.16,Muito Baixa
ANCHIETA,Misto,Cozinha,2,0.0,0.0,0.0,0
ANCHIETA,Misto,Hipermercados,9,52095.0,1.73,0.12,Muito Baixa
ANCHIETA,Misto,Mercearias,74,52095.0,14.2,0.65,Alta
ANCHIETA,Misto,Supermercados,4,52095.0,0.77,0.04,Muito Baixa
ANCHIETA,Ultraprocessado,Cantinas / Alimentação preparada,253,52095.0,48.57,0.87,Muito Alta
ANCHIETA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,33,52095.0,6.33,0.39,Baixa
ANCHIETA,Ultraprocessado,Restaurantes / Lanchonetes,268,52095.0,51.44,0.88,Muito Alta
ANCHIETA,Ultraprocessado,Serviços ambulantes,77,52095.0,14.78,0.67,Alta
ANDARAI,In natura,Açougues / Padarias,31,34576.0,8.97,0.48,Média
ANDARAI,In natura,Feira,2,0.0,0.0,0.0,0
ANDARAI,In natura,Hortifrutigranjeiros,10,34576.0,2.89,0.22,Baixa
ANDARAI,In natura,Peixarias,5,34576.0,1.45,0.1,Muito Baixa
ANDARAI,Misto,Cozinha,2,0.0,0.0,0.0,0
ANDARAI,Misto,Hipermercados,10,34576.0,2.89,0.22,Baixa
ANDARAI,Misto,Mercearias,23,34576.0,6.65,0.4,Média
ANDARAI,Misto,Supermercados,1,34576.0,0.29,0.01,Muito Baixa
ANDARAI,Ultraprocessado,Cantinas / Alimentação preparada,130,34576.0,37.6,0.83,Muito Alta
ANDARAI,Ultraprocessado,Lojas de conveniência / Varejo alimentar,37,34576.0,10.7,0.55,Média
ANDARAI,Ultraprocessado,Restaurantes / Lanchonetes,187,34576.0,54.08,0.89,Muito Alta
ANDARAI,Ultraprocessado,Serviços ambulantes,33,34576.0,9.54,0.5,Média
ANIL,In natura,Açougues / Padarias,66,31895.0,20.69,0.74,Alta
ANIL,In natura,Horta,1,0.0,0.0,0.0,0
ANIL,In natura,Hortifrutigranjeiros,35,31895.0,10.97,0.56,Média
ANIL,In natura,Peixarias,18,31895.0,5.64,0.36,Baixa
ANIL,Misto,Hipermercados,31,31895.0,9.72,0.51,Média
ANIL,Misto,Mercearias,87,31895.0,27.28,0.78,Alta
ANIL,Misto,Supermercados,3,31895.0,0.94,0.06,Muito Baixa
ANIL,Ultraprocessado,Cantinas / Alimentação preparada,266,31895.0,83.4,0.96,Muito Alta
ANIL,Ultraprocessado,Lojas de conveniência / Varejo alimentar,61,31895.0,19.13,0.73,Alta
ANIL,Ultraprocessado,Restaurantes / Lanchonetes,362,31895.0,113.5,0.98,Muito Alta
ANIL,Ultraprocessado,Serviços ambulantes,71,31895.0,22.26,0.75,Alta
BANCARIOS,In natura,Açougues / Padarias,10,11062.0,9.04,0.48,Média
BANCARIOS,In natura,Peixarias,12,11062.0,10.85,0.55,Média
BANCARIOS,Misto,Hipermercados,3,11062.0,2.71,0.2,Baixa
BANCARIOS,Misto,Mercearias,16,11062.0,14.46,0.66,Alta
BANCARIOS,Ultraprocessado,Cantinas / Alimentação preparada,71,11062.0,64.18,0.93,Muito Alta
BANCARIOS,Ultraprocessado,Lojas de conveniência / Varejo alimentar,8,11062.0,7.23,0.42,Média
BANCARIOS,Ultraprocessado,Restaurantes / Lanchonetes,66,11062.0,59.66,0.92,Muito Alta
BANCARIOS,Ultraprocessado,Serviços ambulantes,9,11062.0,8.14,0.45,Média
BANGU,In natura,Açougues / Padarias,234,211912.0,11.04,0.56,Média
BANGU,In natura,Feira,5,0.0,0.0,0.0,0
BANGU,In natura,Horta,1,0.0,0.0,0.0,0
BANGU,In natura,Hortifrutigranjeiros,150,211912.0,7.08,0.42,Média
BANGU,In natura,Peixarias,65,211912.0,3.07,0.23,Baixa
BANGU,Misto,Cozinha,2,0.0,0.0,0.0,0
BANGU,Misto,Hipermercados,82,211912.0,3.87,0.28,Baixa
BANGU,Misto,Mercearias,315,211912.0,14.86,0.67,Alta
BANGU,Misto,Supermercados,11,211912.0,0.52,0.03,Muito Baixa
BANGU,Ultraprocessado,Cantinas / Alimentação preparada,923,211912.0,43.56,0.85,Muito Alta
BANGU,Ultraprocessado,Lojas de conveniência / Varejo alimentar,188,211912.0,8.87,0.48,Média
BANGU,Ultraprocessado,Restaurantes / Lanchonetes,1133,211912.0,53.47,0.89,Muito Alta
BANGU,Ultraprocessado,Serviços ambulantes,321,211912.0,15.15,0.68,Alta
BARRA DA TIJUCA,In natura,Açougues / Padarias,227,142263.0,15.96,0.69,Alta
BARRA DA TIJUCA,In natura,Feira,2,0.0,0.0,0.0,0
BARRA DA TIJUCA,In natura,Horta,1,0.0,0.0,0.0,0
BARRA DA TIJUCA,In natura,Hortifrutigranjeiros,32,142263.0,2.25,0.17,Muito Baixa
BARRA DA TIJUCA,In natura,Peixarias,44,142263.0,3.09,0.23,Baixa
BARRA DA TIJUCA,Misto,Hipermercados,75,142263.0,5.27,0.34,Baixa
BARRA DA TIJUCA,Misto,Mercearias,127,142263.0,8.93,0.48,Média
BARRA DA TIJUCA,Misto,Supermercados,22,142263.0,1.55,0.11,Muito Baixa
BARRA DA TIJUCA,Ultraprocessado,Cantinas / Alimentação preparada,700,142263.0,49.2,0.87,Muito Alta
BARRA DA TIJUCA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,333,142263.0,23.41,0.77,Alta
BARRA DA TIJUCA,Ultraprocessado,Restaurantes / Lanchonetes,1973,142263.0,138.69,0.99,Muito Alta
BARRA DA TIJUCA,Ultraprocessado,Serviços ambulantes,121,142263.0,8.51,0.46,Média
BARRA DE GUARATIBA,In natura,Açougues / Padarias,2,4755.0,4.21,0.29,Baixa
BARRA DE GUARATIBA,In natura,Hortifrutigranjeiros,2,4755.0,4.21,0.29,Baixa
BARRA DE GUARATIBA,In natura,Peixarias,1,4755.0,2.1,0.15,Muito Baixa
BARRA DE GUARATIBA,Misto,Hipermercados,1,4755.0,2.1,0.15,Muito Baixa
BARRA DE GUARATIBA,Misto,Mercearias,11,4755.0,23.13,0.76,Alta
BARRA DE GUARATIBA,Ultraprocessado,Cantinas / Alimentação preparada,27,4755.0,56.78,0.91,Muito Alta
BARRA DE GUARATIBA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,7,4755.0,14.72,0.67,Alta
BARRA DE GUARATIBA,Ultraprocessado,Restaurantes / Lanchonetes,55,4755.0,115.67,0.98,Muito Alta
BARRA DE GUARATIBA,Ultraprocessado,Serviços ambulantes,7,4755.0,14.72,0.67,Alta
BARRA OLIMPICA,In natura,Açougues / Padarias,2,56547.0,0.35,0.01,Muito Baixa
BARRA OLIMPICA,Misto,Hipermercados,3,56547.0,0.53,0.03,Muito Baixa
BARRA OLIMPICA,Misto,Mercearias,6,56547.0,1.06,0.08,Muito Baixa
BARRA OLIMPICA,Ultraprocessado,Cantinas / Alimentação preparada,12,56547.0,2.12,0.16,Muito Baixa
BARRA OLIMPICA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,2,56547.0,0.35,0.01,Muito Baixa
BARRA OLIMPICA,Ultraprocessado,Restaurantes / Lanchonetes,18,56547.0,3.18,0.24,Baixa
BARRA OLIMPICA,Ultraprocessado,Serviços ambulantes,6,56547.0,1.06,0.08,Muito Baixa
BARROS FILHO,In natura,Açougues / Padarias,16,20444.0,7.83,0.45,Média
BARROS FILHO,In natura,Hortifrutigranjeiros,8,20444.0,3.91,0.28,Baixa
BARROS FILHO,In natura,Peixarias,4,20444.0,1.96,0.14,Muito Baixa
BARROS FILHO,Misto,Cozinha,1,0.0,0.0,0.0,0
BARROS FILHO,Misto,Hipermercados,1,20444.0,0.49,0.02,Muito Baixa
BARROS FILHO,Misto,Mercearias,24,20444.0,11.74,0.59,Média
BARROS FILHO,Misto,Supermercados,1,20444.0,0.49,0.02,Muito Baixa
BARROS FILHO,Ultraprocessado,Cantinas / Alimentação preparada,55,20444.0,26.9,0.78,Alta
BARROS FILHO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,4,20444.0,1.96,0.14,Muito Baixa
BARROS FILHO,Ultraprocessado,Restaurantes / Lanchonetes,47,20444.0,22.99,0.76,Alta
BARROS FILHO,Ultraprocessado,Serviços ambulantes,21,20444.0,10.27,0.53,Média
BARROS FILHOS,In natura,Horta,1,0.0,0.0,0.0,0
BENFICA,In natura,Açougues / Padarias,54,21388.0,25.25,0.78,Alta
BENFICA,In natura,Hortifrutigranjeiros,62,21388.0,28.99,0.79,Alta
BENFICA,In natura,Peixarias,15,21388.0,7.01,0.41,Média
BENFICA,Misto,Hipermercados,9,21388.0,4.21,0.29,Baixa
BENFICA,Misto,Mercearias,63,21388.0,29.46,0.79,Alta
BENFICA,Misto,Supermercados,4,21388.0,1.87,0.13,Muito Baixa
BENFICA,Ultraprocessado,Cantinas / Alimentação preparada,158,21388.0,73.87,0.95,Muito Alta
BENFICA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,51,21388.0,23.85,0.77,Alta
BENFICA,Ultraprocessado,Restaurantes / Lanchonetes,275,21388.0,128.58,0.98,Muito Alta
BENFICA,Ultraprocessado,Serviços ambulantes,46,21388.0,21.51,0.75,Alta
BENTO RIBEIRO,In natura,Açougues / Padarias,29,37306.0,7.77,0.44,Média
BENTO RIBEIRO,In natura,Feira,3,0.0,0.0,0.0,0
BENTO RIBEIRO,In natura,Hortifrutigranjeiros,18,37306.0,4.82,0.32,Baixa
BENTO RIBEIRO,In natura,Peixarias,11,37306.0,2.95,0.22,Baixa
BENTO RIBEIRO,Misto,Cozinha,1,0.0,0.0,0.0,0
BENTO RIBEIRO,Misto,Hipermercados,10,37306.0,2.68,0.2,Muito Baixa
BENTO RIBEIRO,Misto,Mercearias,58,37306.0,15.55,0.69,Alta
BENTO RIBEIRO,Misto,Supermercados,5,37306.0,1.34,0.09,Muito Baixa
BENTO RIBEIRO,Ultraprocessado,Cantinas / Alimentação preparada,231,37306.0,61.92,0.93,Muito Alta
BENTO RIBEIRO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,41,37306.0,10.99,0.56,Média
BENTO RIBEIRO,Ultraprocessado,Restaurantes / Lanchonetes,209,37306.0,56.02,0.9,Muito Alta
BENTO RIBEIRO,Ultraprocessado,Serviços ambulantes,61,37306.0,16.35,0.7,Alta
BONSUCESSO,In natura,Açougues / Padarias,84,16872.0,49.79,0.87,Muito Alta
BONSUCESSO,In natura,Feira,1,0.0,0.0,0.0,0
BONSUCESSO,In natura,Hortifrutigranjeiros,49,16872.0,29.04,0.79,Alta
BONSUCESSO,In natura,Peixarias,18,16872.0,10.67,0.54,Média
BONSUCESSO,Misto,Hipermercados,35,16872.0,20.74,0.74,Alta
BONSUCESSO,Misto,Mercearias,92,16872.0,54.53,0.9,Muito Alta
BONSUCESSO,Misto,Supermercados,9,16872.0,5.33,0.34,Baixa
BONSUCESSO,Ultraprocessado,Cantinas / Alimentação preparada,253,16872.0,149.95,0.99,Muito Alta
BONSUCESSO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,70,16872.0,41.49,0.84,Muito Alta
BONSUCESSO,Ultraprocessado,Restaurantes / Lanchonetes,497,16872.0,294.57,1.0,Muito Alta
BONSUCESSO,Ultraprocessado,Serviços ambulantes,97,16872.0,57.49,0.91,Muito Alta
BOTAFOGO,In natura,Açougues / Padarias,99,77018.0,12.85,0.61,Alta
BOTAFOGO,In natura,Feira,5,0.0,0.0,0.0,0
BOTAFOGO,In natura,Hortifrutigranjeiros,21,77018.0,2.73,0.2,Baixa
BOTAFOGO,In natura,Peixarias,8,77018.0,1.04,0.08,Muito Baixa
BOTAFOGO,Misto,Hipermercados,24,77018.0,3.12,0.24,Baixa
BOTAFOGO,Misto,Mercearias,46,77018.0,5.97,0.38,Baixa
BOTAFOGO,Misto,Supermercados,12,77018.0,1.56,0.11,Muito Baixa
BOTAFOGO,Ultraprocessado,Cantinas / Alimentação preparada,464,77018.0,60.25,0.92,Muito Alta
BOTAFOGO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,122,77018.0,15.84,0.69,Alta
BOTAFOGO,Ultraprocessado,Restaurantes / Lanchonetes,921,77018.0,119.58,0.98,Muito Alta
BOTAFOGO,Ultraprocessado,Serviços ambulantes,69,77018.0,8.96,0.48,Média
BRAS DE PINA,In natura,Açougues / Padarias,8,45048.0,1.78,0.13,Muito Baixa
BRAS DE PINA,In natura,Horta,1,0.0,0.0,0.0,0
BRAS DE PINA,In natura,Hortifrutigranjeiros,1,45048.0,0.22,0.0,Muito Baixa
BRAS DE PINA,In natura,Peixarias,2,45048.0,0.44,0.02,Muito Baixa
BRAS DE PINA,Misto,Hipermercados,1,45048.0,0.22,0.0,Muito Baixa
BRAS DE PINA,Misto,Mercearias,4,45048.0,0.89,0.06,Muito Baixa
BRAS DE PINA,Ultraprocessado,Cantinas / Alimentação preparada,33,45048.0,7.33,0.43,Média
BRAS DE PINA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,9,45048.0,2.0,0.15,Muito Baixa
BRAS DE PINA,Ultraprocessado,Restaurantes / Lanchonetes,38,45048.0,8.44,0.46,Média
BRAS DE PINA,Ultraprocessado,Serviços ambulantes,15,45048.0,3.33,0.25,Baixa
BRAZ DE PINA,In natura,Feira,1,0.0,0.0,0.0,0
CACHAMBI,In natura,Açougues / Padarias,50,38673.0,12.93,0.62,Alta
CACHAMBI,In natura,Feira,2,0.0,0.0,0.0,0
CACHAMBI,In natura,Hortifrutigranjeiros,16,38673.0,4.14,0.29,Baixa
CACHAMBI,In natura,Peixarias,3,38673.0,0.78,0.05,Muito Baixa
CACHAMBI,Misto,Hipermercados,16,38673.0,4.14,0.29,Baixa
CACHAMBI,Misto,Mercearias,36,38673.0,9.31,0.49,Média
CACHAMBI,Misto,Supermercados,8,38673.0,2.07,0.15,Muito Baixa
CACHAMBI,Ultraprocessado,Cantinas / Alimentação preparada,201,38673.0,51.97,0.89,Muito Alta
CACHAMBI,Ultraprocessado,Lojas de conveniência / Varejo alimentar,43,38673.0,11.12,0.57,Média
CACHAMBI,Ultraprocessado,Restaurantes / Lanchonetes,351,38673.0,90.76,0.97,Muito Alta
CACHAMBI,Ultraprocessado,Serviços ambulantes,45,38673.0,11.64,0.59,Média
CACUIA,In natura,Açougues / Padarias,10,10392.0,9.62,0.51,Média
CACUIA,In natura,Feira,1,0.0,0.0,0.0,0
CACUIA,In natura,Hortifrutigranjeiros,8,10392.0,7.7,0.44,Média
CACUIA,In natura,Peixarias,5,10392.0,4.81,0.32,Baixa
CACUIA,Misto,Hipermercados,7,10392.0,6.74,0.41,Média
CACUIA,Misto,Mercearias,12,10392.0,11.55,0.59,Média
CACUIA,Ultraprocessado,Cantinas / Alimentação preparada,79,10392.0,76.02,0.95,Muito Alta
CACUIA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,18,10392.0,17.32,0.71,Alta
CACUIA,Ultraprocessado,Restaurantes / Lanchonetes,97,10392.0,93.34,0.97,Muito Alta
CACUIA,Ultraprocessado,Serviços ambulantes,21,10392.0,20.21,0.74,Alta
CAJU,In natura,Açougues / Padarias,25,24116.0,10.37,0.53,Média
CAJU,In natura,Feira,1,0.0,0.0,0.0,0
CAJU,In natura,Hortifrutigranjeiros,9,24116.0,3.73,0.27,Baixa
CAJU,In natura,Peixarias,7,24116.0,2.9,0.22,Baixa
CAJU,Misto,Cozinha,1,0.0,0.0,0.0,0
CAJU,Misto,Hipermercados,2,24116.0,0.83,0.05,Muito Baixa
CAJU,Misto,Mercearias,33,24116.0,13.68,0.63,Alta
CAJU,Misto,Supermercados,1,24116.0,0.41,0.02,Muito Baixa
CAJU,Ultraprocessado,Cantinas / Alimentação preparada,53,24116.0,21.98,0.75,Alta
CAJU,Ultraprocessado,Lojas de conveniência / Varejo alimentar,13,24116.0,5.39,0.35,Baixa
CAJU,Ultraprocessado,Restaurantes / Lanchonetes,112,24116.0,46.44,0.86,Muito Alta
CAJU,Ultraprocessado,Serviços ambulantes,26,24116.0,10.78,0.55,Média
CAMORIM,In natura,Açougues / Padarias,8,1383.0,57.85,0.91,Muito Alta
CAMORIM,In natura,Hortifrutigranjeiros,4,1383.0,28.92,0.79,Alta
CAMORIM,In natura,Peixarias,1,1383.0,7.23,0.42,Média
CAMORIM,Misto,Hipermercados,3,1383.0,21.69,0.75,Alta
CAMORIM,Misto,Mercearias,20,1383.0,144.61,0.99,Muito Alta
CAMORIM,Ultraprocessado,Cantinas / Alimentação preparada,50,1383.0,361.53,1.0,Muito Alta
CAMORIM,Ultraprocessado,Lojas de conveniência / Varejo alimentar,9,1383.0,65.08,0.93,Muito Alta
CAMORIM,Ultraprocessado,Restaurantes / Lanchonetes,46,1383.0,332.61,1.0,Muito Alta
CAMORIM,Ultraprocessado,Serviços ambulantes,12,1383.0,86.77,0.96,Muito Alta
CAMPINHO,In natura,Açougues / Padarias,13,8579.0,15.15,0.68,Alta
CAMPINHO,In natura,Feira,1,0.0,0.0,0.0,0
CAMPINHO,In natura,Hortifrutigranjeiros,8,8579.0,9.33,0.49,Média
CAMPINHO,In natura,Peixarias,5,8579.0,5.83,0.37,Baixa
CAMPINHO,Misto,Hipermercados,2,8579.0,2.33,0.18,Muito Baixa
CAMPINHO,Misto,Mercearias,12,8579.0,13.99,0.65,Alta
CAMPINHO,Misto,Supermercados,1,8579.0,1.17,0.08,Muito Baixa
CAMPINHO,Ultraprocessado,Cantinas / Alimentação preparada,48,8579.0,55.95,0.9,Muito Alta
CAMPINHO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,15,8579.0,17.48,0.71,Alta
CAMPINHO,Ultraprocessado,Restaurantes / Lanchonetes,54,8579.0,62.94,0.93,Muito Alta
CAMPINHO,Ultraprocessado,Serviços ambulantes,8,8579.0,9.33,0.49,Média
CAMPO DOS AFONSOS,In natura,Açougues / Padarias,4,2106.0,18.99,0.73,Alta
CAMPO DOS AFONSOS,In natura,Feira,1,0.0,0.0,0.0,0
CAMPO DOS AFONSOS,In natura,Peixarias,1,2106.0,4.75,0.32,Baixa
CAMPO DOS AFONSOS,Misto,Hipermercados,1,2106.0,4.75,0.32,Baixa
CAMPO DOS AFONSOS,Misto,Mercearias,2,2106.0,9.5,0.5,Média
CAMPO DOS AFONSOS,Ultraprocessado,Cantinas / Alimentação preparada,10,2106.0,47.48,0.86,Muito Alta
CAMPO DOS AFONSOS,Ultraprocessado,Lojas de conveniência / Varejo alimentar,2,2106.0,9.5,0.5,Média
CAMPO DOS AFONSOS,Ultraprocessado,Restaurantes / Lanchonetes,18,2106.0,85.47,0.96,Muito Alta
CAMPO DOS AFONSOS,Ultraprocessado,Serviços ambulantes,1,2106.0,4.75,0.32,Baixa
CAMPO GRANDE,In natura,Açougues / Padarias,395,352704.0,11.2,0.57,Média
CAMPO GRANDE,In natura,Feira,2,0.0,0.0,0.0,0
CAMPO GRANDE,In natura,Horta,3,0.0,0.0,0.0,0
CAMPO GRANDE,In natura,Hortifrutigranjeiros,205,352704.0,5.81,0.37,Baixa
CAMPO GRANDE,In natura,Peixarias,94,352704.0,2.67,0.2,Muito Baixa
CAMPO GRANDE,Misto,Cozinha,2,0.0,0.0,0.0,0
CAMPO GRANDE,Misto,Hipermercados,178,352704.0,5.05,0.34,Baixa
CAMPO GRANDE,Misto,Mercearias,507,352704.0,14.37,0.66,Alta
CAMPO GRANDE,Misto,Supermercados,30,352704.0,0.85,0.05,Muito Baixa
CAMPO GRANDE,Ultraprocessado,Cantinas / Alimentação preparada,1691,352704.0,47.94,0.86,Muito Alta
CAMPO GRANDE,Ultraprocessado,Lojas de conveniência / Varejo alimentar,427,352704.0,12.11,0.6,Média
CAMPO GRANDE,Ultraprocessado,Restaurantes / Lanchonetes,2315,352704.0,65.64,0.94,Muito Alta
CAMPO GRANDE,Ultraprocessado,Serviços ambulantes,526,352704.0,14.91,0.67,Alta
CASCADURA,In natura,Açougues / Padarias,36,26895.0,13.39,0.63,Alta
CASCADURA,In natura,Feira,1,0.0,0.0,0.0,0
CASCADURA,In natura,Hortifrutigranjeiros,15,26895.0,5.58,0.36,Baixa
CASCADURA,In natura,Peixarias,11,26895.0,4.09,0.28,Baixa
CASCADURA,Misto,Hipermercados,11,26895.0,4.09,0.28,Baixa
CASCADURA,Misto,Mercearias,29,26895.0,10.78,0.55,Média
CASCADURA,Misto,Supermercados,8,26895.0,2.97,0.22,Baixa
CASCADURA,Ultraprocessado,Cantinas / Alimentação preparada,142,26895.0,52.8,0.89,Muito Alta
CASCADURA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,26,26895.0,9.67,0.51,Média
CASCADURA,Ultraprocessado,Restaurantes / Lanchonetes,155,26895.0,57.63,0.91,Muito Alta
CASCADURA,Ultraprocessado,Serviços ambulantes,34,26895.0,12.64,0.61,Alta
CATETE,In natura,Açougues / Padarias,29,22295.0,13.01,0.62,Alta
CATETE,In natura,Hortifrutigranjeiros,16,22295.0,7.18,0.42,Média
CATETE,In natura,Peixarias,2,22295.0,0.9,0.06,Muito Baixa
CATETE,Misto,Hipermercados,8,22295.0,3.59,0.26,Baixa
CATETE,Misto,Mercearias,22,22295.0,9.87,0.52,Média
CATETE,Misto,Supermercados,3,22295.0,1.35,0.09,Muito Baixa
CATETE,Ultraprocessado,Cantinas / Alimentação preparada,77,22295.0,34.54,0.81,Muito Alta
CATETE,Ultraprocessado,Lojas de conveniência / Varejo alimentar,21,22295.0,9.42,0.5,Média
CATETE,Ultraprocessado,Restaurantes / Lanchonetes,184,22295.0,82.53,0.96,Muito Alta
CATETE,Ultraprocessado,Serviços ambulantes,31,22295.0,13.9,0.64,Alta
CATUMBI,In natura,Açougues / Padarias,14,12201.0,11.47,0.58,Média
CATUMBI,In natura,Feira,1,0.0,0.0,0.0,0
CATUMBI,In natura,Hortifrutigranjeiros,6,12201.0,4.92,0.33,Baixa
CATUMBI,In natura,Peixarias,12,12201.0,9.84,0.51,Média
CATUMBI,Misto,Cozinha,1,0.0,0.0,0.0,0
CATUMBI,Misto,Hipermercados,2,12201.0,1.64,0.12,Muito Baixa
CATUMBI,Misto,Mercearias,26,12201.0,21.31,0.75,Alta
CATUMBI,Misto,Supermercados,1,12201.0,0.82,0.05,Muito Baixa
CATUMBI,Ultraprocessado,Cantinas / Alimentação preparada,83,12201.0,68.03,0.94,Muito Alta
CATUMBI,Ultraprocessado,Lojas de conveniência / Varejo alimentar,9,12201.0,7.38,0.43,Média
CATUMBI,Ultraprocessado,Restaurantes / Lanchonetes,99,12201.0,81.14,0.96,Muito Alta
CATUMBI,Ultraprocessado,Serviços ambulantes,28,12201.0,22.95,0.76,Alta
CAVALCANTI,In natura,Açougues / Padarias,11,13799.0,7.97,0.45,Média
CAVALCANTI,In natura,Feira,1,0.0,0.0,0.0,0
CAVALCANTI,In natura,Hortifrutigranjeiros,10,13799.0,7.25,0.42,Média
CAVALCANTI,In natura,Peixarias,2,13799.0,1.45,0.1,Muito Baixa
CAVALCANTI,Misto,Hipermercados,2,13799.0,1.45,0.1,Muito Baixa
CAVALCANTI,Misto,Mercearias,11,13799.0,7.97,0.45,Média
CAVALCANTI,Misto,Supermercados,1,13799.0,0.72,0.04,Muito Baixa
CAVALCANTI,Ultraprocessado,Cantinas / Alimentação preparada,72,13799.0,52.18,0.89,Muito Alta
CAVALCANTI,Ultraprocessado,Lojas de conveniência / Varejo alimentar,14,13799.0,10.15,0.52,Média
CAVALCANTI,Ultraprocessado,Restaurantes / Lanchonetes,67,13799.0,48.55,0.87,Muito Alta
CAVALCANTI,Ultraprocessado,Serviços ambulantes,21,13799.0,15.22,0.68,Alta
